V1,V2
0,生产销售利用残次零配件报废农业机械发动机方向机变速器车架部件拼装农业机械
1,立案调查查明没有委托人书面同意情况下安居客网站上擅自对外一条名称新房世茂国风长安低铁米精装南北平米两居出售房源信息
0,商品交易市场经营活动垄断货源欺行霸市哄抬物价扰乱市场交易秩序强买强卖骗买骗卖
1,新城街区职工倒班宿舍楼职工倒班宿舍楼天竺镇地块类多功能用地项目基坑降水支护分包工程施工过程基坑南侧控制水泵电缆线路沿地面眀敷采取有效保护措施符合建设工程施工现场安全防护场容卫生消防保卫标准第条施工单位严格建筑业安全作业标准施工事故隐患
1,立案后调查谭英询问查明违法事实号线工程土建施工合同段工程中该工程中标施工承包单位中铁四局中标项目经理谭英分包资质报审表监施工单位项目经理签字处非谭英本人签字中铁四局中标项目经理谭英岗履职履行注册建造师义务遵守法律法规管理本人没有分包资质报审表中项目经理签字处签字谭英该件事上违法所得截至谭英询问号线工程土建施工合同段工程质量安全事故
1,中原房地产经纪开发建设骏宇房地产开发西山天璟家园龙泉镇地块商品房预售许可证情况下于带领购房人卢某某到访西山天璟家园项目促成购房人卢某某骏宇房地产开发签订西山天璟家园号楼某某房屋中骏西山天璟认筹申请单进一步调查骏宇房地产开发才京房售证字号商品房预售许可证批准预售部分包含西山天璟家园号楼某某房屋依据城市商品房预售管理办法第六条第二款商品房预售许可证不得商品房预售西山天璟家园号楼某某房屋商品房预售许可证前禁止交易房屋构成禁止交易房屋提供经纪服务
1,立案调查查明没有委托人书面同意情况下同城房产网站上擅自对外一条名称绿地开发大产权精装现房商业核心区分期大学城地铁旁出售房源信息
0,无菌器械经营企业无购销记录伪造购销记录伪造生产批号灭菌批号产品有效期
1,现场检查时该工程临时用电系统采用接零保护系统施工现场验证车间北侧配电柜内一条电缆保护零线黄绿双色线用做工作芯线符合施工现场临时用电安全技术规范第条此条强制性
1,承接地铁八通线南延工程标施园站土方开挖工程基坑南侧土方开挖现场履带式挖掘机履带紧邻工作面边缘小于建筑机械安全技术规程第条不符安全隐患
0,医疗器械生产许可证有效期届满后继续生产医疗器械
0,外国人非法就业
0,报刊出版单位违反规定报刊记者站记者站筹备组织名义对外开展活动
1,承包施工上庄镇街区海淀北部地区片区西郊农场东部局部地块北区棚户区改造定向安置房项目标段施工现场安全隐患工程施工现场楼层电梯井未设置固定式防护门符合建设工程施工现场安全防护场容卫生消防保卫标准第条工程施工现场楼共层首层四周设置一道水平安全网首层以上设置水平安全网符合建设工程施工现场安全防护场容卫生消防保卫标准第条严格建筑业安全作业标准施工事故隐患
0,卖淫嫖娼拉客招嫖
0,机动车转移登记
0,机动车安检机构提交年度工作报告检验信息机动车指定场所维修保养推诿拒绝用户投诉异议
0,销售没有再利用产品标识再利用电器电子产品销售没有再制造翻新产品标识再制造翻新产品
1,施工号线长春桥站明挖基坑场区车牌号为京汽车吊作业时未按规定臂长水平投影覆盖范围外设置警戒区域重臂下方有人符合建筑机械安全技术规程严格建筑业安全作业规程施工事故隐患
1,兴远房地产土地评估黄村镇香海园号楼层单元室住宅房地产抵押价值评估业务中未由名专职注册房地产估价师项目评估报告上签字加盖房地产估价机构公章估价报告京房兴远综估字第号
0,供水供热燃气管道控制设施排放雨水污水工业废液易燃易爆残液倾倒垃圾杂物
1,黄厂村站公共区轴处安装动力照明配管施工设计图纸号线东延工程施工图设计第六篇机电系统第三册动力照明系统第一分册黄厂村站第四部分车站公共区装修配电施工图纸图号第八条线路敷设灯具灯具间配线选用电缆穿镀锌钢管吊顶内明敷设不符施工单位施工过程中有工程设计图纸施工建设工程质量给予罚款元罚款
1,住房城乡建设中天建设承包施工商品住宅楼商品住宅楼商品住宅楼配电室地下汽车库门卫室门卫室长辛店张郭庄地区原丰台长辛店生态城一期北区地块二类居住文化娱乐用地配建限价商品住房项目工程专项执法检查精装修分包施工单位建峰建设集团股份严格建筑业安全作业标准施工事故隐患立案调查现场检查和建峰建设集团股份代理人瞿宝询问调取资料查明工程长辛店张郭庄金隅房地置业建设天建设承包施工新森智业工程咨询监理建峰建设集团股份精装修工程分包现场检查商品住宅楼商品住宅楼商品住宅楼配电室地下汽车库门卫室门卫室长辛店张郭庄地区原丰台长辛店生态城一期北区地块二类居住文化娱乐用地配建限价商品住房项目工程正在装饰装修机电施工建峰建设集团股份施工过程问题商品住宅楼二层分配电箱进出线中线线端子板连接符合施工现场临时用电安全技术规范第条商品住宅楼二层电缆线路沿构筑物敷设采取有效保护措施符合建设工程施工现场安全防护场容卫生消防保卫标准第条建峰建设集团股份以上严格建筑业安全作业标准施工事故隐患违法行为情节严重违法事实清楚证据确实充分以上事实予以承认建峰建设集团股份积极整改问题安全事故
0,违反国家制造买卖储存运输邮寄携带提供处置爆炸性毒害性放射性腐蚀性物质传染病病原体危险物质
1,中建一局建设发展承包施工教学科研楼国家发展研究院项目一起高处坠落事故人死亡该起事故生产安全事故
1,认定品质恒盛装饰工程散装预拌砂浆违反建设工程施工现场管理办法第二十六条违法事实清楚证据确实充分品质恒盛装饰工程事先陈述申辩权利听证权利告知违法事实予以认可期限内提出进一步陈述申辩意见听证
0,纳税人扣缴义务人逃避拒绝方式阻挠税务机关检查
1,承包施工豆各庄乡豆各庄通惠灌渠东侧地块东城区旧城保护定向安置房项目住宅楼施工现场安全隐患工程施工现场楼东单元地下一层电梯井口设置防护门符合建筑工程施工现场安全防护场容卫生消防保卫标准第条工程施工现场楼北侧临时用电分配电箱内电线绝缘颜色混用符合施工现场临时用电安全技术规范第条严格建筑业安全作业规程标准施工事故隐患
1,密云区水源路南侧密云县水源路南侧土地储备项目地块社会停车场库用地地块公建混合住宅用地地块项目地块商业办公楼工程施工过程外保温专业分包新华盛节能科技股份办公楼屋面吊篮破损配重符合建设工程施工现场安全防护场容卫生消防保卫标准第条施工单位严格建筑业安全作业标准施工事故隐患
1,新城街区商务办公楼商务办公楼天竺镇地块类多功能用地项目工程施工过程木工加工区施工人员佩戴安全帽符合建设工程施工现场安全防护场容卫生消防保卫标准第条施工单位严格建筑业安全作业标准施工事故隐患
1,商业楼运河核心区地块项目工程违反规定名零散民工
0,报废汽车出售赠予方式转让非报废汽车回收企业自行拆解报废汽车
1,住房城乡建设中建一局建设发展承包施工顺义新城街区地块保障性住房项目公租房工程日常检查双随机桩基护坡桩基坑支护工程分包施工单位中建建筑科学研究院严格建筑业安全作业标准施工事故隐患立案调查现场检查和中建建筑科学研究院代理人张博询问调取资料查明工程顺义新城街区北汽恒盛和顺置业建设中建一局建设发展承包施工京龙工程项目管理监理中建建筑科学研究院桩基护坡桩基坑支护工程分包现场检查时该工程正在主体结构施工中建建筑科学研究院施工过程问题基坑北侧控制水泵电缆线路沿地面眀设部分浸泡水中采取有效保护措施符合施工现场临时用电安全技术规范第条基坑北侧控制水泵开关箱内相线相序绝缘颜色依次黑色蓝色红色符合施工现场临时用电安全技术规范第条中建建筑科学研究院以上严格建筑业安全作业标准施工事故隐患违法行为情节严重违法事实清楚证据确实充分以上事实予以承认问题安全事故
0,相关证书计量检定校准测试鉴证伪造数据出具错误数据违反计量检定规程检定活动考核合格计量标准器具从事检定工作
1,认定建筑一局施工现场多台塔式起重机作业时未实施防止塔式起重机相互碰撞安全措施违反建筑起重机械安全监督管理中华人民共和国建设部令第号第二十一条第七项违法事实清楚证据确实充分违法事实予以认可
1,执法人员检查北航站楼站站台层北侧设备区轴轴柱一处二次结构砌筑内隔墙车站结构柱交接部位设置构造柱工程设计图纸轨道交通新机场线一期工程施工设计第三篇第一册第一分册第一部分二次砌筑隔墙孔洞建筑第四页第条内隔墙车站主体结构墙柱包括钢管柱交界处内隔墙交界处转角处墙长大等于门窗洞口两侧包括大型设备运输预留洞口两侧设构造柱不符
1,轨道交通机场线一期工程段违反规定零散民工唐净何小林
1,轨道交通新机场线一期工程土建合同段施工过程区间风井明挖基坑深度超过米基坑南端周边设置临边防护符合建设工程施工现场安全防护场容卫生消防保卫标准第条严格建筑业安全作业规程标准施工事故隐患
0,容留吸食注射毒品介绍买卖毒品
1,丽泽金融商务区北区菜户营地块丽泽金融商务区北区菜户营地块三定三限三结合定向安置房工程车库顶板施工过程一名正在作业工人佩戴安全帽符合建设工程施工现场安全防护场容卫生消防保卫标准第条施工单位严格建筑业安全作业标准施工事故隐患
0,承担资产评估验资验证机构提供虚假行政处罚
1,上述事实现场检查笔录询问笔录相关房源信息截屏打印件天泰置房地产经纪营业执照复印件备案证明复印件证据为证
1,住房城乡建设江苏省苏中建设集团股份承包施工普通商品房住宅楼丰台桥南王庄子居住项目工程专项执法检查精装修分包施工单位浙江亚厦装饰股份严格建筑业安全作业标准施工事故隐患立案调查现场检查和浙江亚厦装饰股份代理人清元询问调取资料查明工程丰台桥南王庄子丰南嘉业房地产开发建设江苏省苏中建设集团股份承包施工中集协工程管理监理浙江亚厦装饰股份精装修工程分包现场检查普通商品房住宅楼丰台桥南王庄子居住项目工程正在装饰装修机电安装浙江亚厦装饰股份施工过程问题普通商品住宅楼一层入口处开关箱直接控制一台切割机一台电镐未设专用开关箱符合施工现场临时用电安全技术规范第条普通商品住宅楼负一层照明灯具离地面高度电源电压符合施工现场临时用电安全技术规范第条第款浙江亚厦装饰股份以上严格建筑业安全作业标准施工事故隐患违法行为情节严重违法事实清楚证据确实充分以上事实予以承认浙江亚厦装饰股份积极整改问题安全事故
0,会计从业资格证审批
1,认定严格建筑业安全作业规程施工事故隐患违反建设工程施工现场管理办法第十三条第一款违法事实清楚证据确实充分书面事先陈述申辩权利告知违法事实予以认可期限内提出陈述申辩无进一步陈述申辩意见
0,注册建造师执业活动违法行为
1,施工生物医药产业基地楼光绿能生物科技中心光绿能生物科技产业示范园项目楼楼人防出口地下车库劳务分包施工单位益胜建筑工程进场施工人员人施工现场设置专职安全生产管理人员符合建筑施工企业安全生产管理机构设置专职安全生产管理人员配备办法第十四条第二项施工单位益胜建筑工程配备专职安全生产管理人员
0,启用停用一年以上特种设备未经检验检测
1,施工号线工程土建施工合同段站后区间竖井内未明挖区间隔离并加警示标识施工单位施工现场危险部位设置明显安全警示标志
1,号线东延工程段违反规定零散民工苏井文丁瑰友
0,利用储水层孔隙裂隙溶洞废弃矿坑储存石油放射性物质有毒化学品农药
1,世界月季洲际大会配套安置房项目地块二标段工程违反规定名零散民工
1,施工新城北区栋办公楼新城核心区组团地块商业金融用地项目劳务分包施工单位阔扬科技进场施工人员人施工现场设置专职安全生产管理人员符合建筑施工企业安全生产管理机构设置专职安全生产管理人员配备办法第十四条第二项劳务分包施工单位阔扬科技配备专职安全生产管理人员
1,采空棚户区改造石门营定向安置房项目地块标段工程现场检查和北京建工集团代理人姚淳询问调取资料查明工程永定镇小园村建设采空棚户区改造建设中心监理园磊工程管理施工单位北京建工集团施工单位施工问题配套公建地下二层楼梯梯段边未安装防护栏杆符合建筑施工高处作业安全技术规范第条施工梯段边应安装防护栏杆配套公建地下一层工人正在洞口回填作业垂直洞口短边长度米临空一侧设置防护栏杆符合建筑施工高处作业安全技术规范第条第项短边长度时应临空一侧设置防护栏杆强制性条款配套公建地下二层正在房心回填土施工空气含有大量尘埃照明灯具采用普通灯具选用防尘型照明器符合施工现场临时用电安全技术规范第条第项含有大量尘埃无爆炸火灾危险场所选用防尘型照明器认定北京建工集团严格建筑业安全作业标准施工事故隐患情节严重违法事实清楚证据确实充分违法事实予以认可
0,典当行资本实扰乱经营秩序
0,伪造出售伪造增值税专用发票情节显著轻微尚构成犯罪
1,监理未审核特种作业人员特种作业操作资格证书违反建筑起重机械安全监督管理第二十二条第二项
0,经营购买运输易制毒化学品拒不接受公安机关监督检查
0,印刷布告通告重大活动工作证通行证社会上流通票证印刷企业没有验证主管部门证明公安部门准印证明再印刷印刷品不是公安部门指定印刷企业擅自印刷布告通告重大活动工作证通行证社会上流通票证印刷业经营者伪造变造学位证书学历证书国家机关公文证件企业事业单位人民团体公文证件印刷布告通告重大活动工作证通行证社会上流通票证印刷没有主管部门证明没有国家有关印刷企业所在地公安部门办理准印手续公安部门指定印刷企业印刷
1,承包施工西北旺镇大牛坊村住宅楼公共租赁住房海淀北部地区整体开发永丰产业基地新地块二类居住用地配建公共租赁住房项目施工现场安全隐患工程施工现场配电柜内采用铜排配电接线采取绝缘防护措施符合建设工程施工现场供用电安全技术规范第条严格建筑业安全作业规程施工事故隐患
1,开发建设翡翠长安家园项目永定镇地块住宅商业楼层单元买受人彭华签订合同商品房预售合同前未买受人明示商品房销售管理办法城市商品房预售管理办法
0,组织胁迫诱骗不满十六周岁人残疾人恐怖残忍表演暴力威胁手段强迫劳动非法限制人身自由非法侵入住宅非法搜查身体
1,密云区十里堡镇王各庄村密云区十里堡镇王各庄棚户区改造项目棚改安置房住宅楼配楼配楼地下车库工程施工过程劳务分包高邮市兴邮建筑劳务合同约定钢筋工配备保护足趾安全鞋符合建筑施工作业劳动防护用品配备标准第条劳务分包施工单位未向作业人员提供安全防护用具安全防护服装
0,铁路运输托运人运输危险货物配备必要押运人员危险货物被盗丢失泄漏情况及时报告
0,销售经营活动生产许可证列入目录产品
1,施工龙泉镇采空棚户区改造城子地块定向安置房项目标段劳务分包施工单位住天津劳务进场施工人员人施工现场仅设置名专职安全生产管理人员符合建筑施工企业安全生产管理机构设置专职安全生产管理人员配备办法第十四条第二项劳务分包施工单位住天津劳务配备专职安全生产管理人员
0,出版物非法定计量单位
0,正当手段医师执业证书
1,立案调查永诚隆基础工程代理人杨志岭询问调取资料查明工程基坑深度米依据注册建造师执业工程规模标准试行通知建市基坑深度等于米大型工程项目杨志岭二级注册建造师二级注册建造师只能担任中小型工程项目负责人永诚隆基础工程授权二级建造师杨志岭担任工程项目项目负责人以上违反建设工程质量第二十一条施工单位具备相应注册执业资格人员违法实事清楚证据确实充分这件事情上直接负责主管人员杨志岭无直接责任人员永诚隆基础工程以上事实予以确认无陈述申辩意见提出听证本案无从轻从重情节
0,拒绝妨碍学校卫生监督员依法实施卫生监督
0,计量器具配备符合国家本省
0,毛绒纤维经营者掺杂掺假以假充真以次充好
0,违法收购木材
1,九年一贯制学校幼儿园昌平区北七家镇地块住宅混合公建基础教育邮政设施二类居住绿隔产业用地配建限价商品住房项目工程昌业房地产开发建设精正兴工程建设监理监理上海绿地建筑工程施工工程建筑面积平方米开工建设目前正在基础底板结构施工工程直接负责主管人员项目总工殷晓炼无直接责任人工程地下室下沉庭院钢筋混凝土工程合同价款元
0,医疗器械经营企业监督检查隐瞒情况提供虚假拒绝提供反映经营情况真实
0,眼镜制配配备计量器具没有制造计量器具许可证标志产品合格证进口计量器具符合中华人民共和国进口计量器具监督管理办法
1,接到建筑业执业资格注册中心移送中冶国宇建设工程涉嫌违反注册建造师管理调查情况函中冶国宇建设工程办理张昆一级建造师变更注册执业企业申请提供虚假注册作出立案审批
0,未经许可登记擅自从事职业中介活动
0,生产销售国家明令淘汰产品
0,药品监督管理部门审核同意药品经营企业改变经营方式
1,开发建设四季怡园项目永定镇住宅楼自住型商品房层单元买受人谷岩袁蕾签订合同商品房预售合同前未买受人明示商品房销售管理办法城市商品房预售管理办法
1,施工北京协和医院西院区中楼骨髓移植病房改造工程检查工程热镀锌板耐火电缆桥架进场做好验收记录违反建筑电气工程施工质量验收规范施工施工技术标准施工建设工程质量管理条例相关作出直接责任人员
0,部分食品生产许可肉制品食用油油脂制品速冻食品乳制品婴幼儿配方奶粉除外固体饮料酒类醪糟稠酒茶制品代用茶调味品生产许可
0,医疗机构批准擅自接受配制制剂
1,密云区溪翁庄镇走马庄村密云区溪翁庄镇走马庄村休闲农家乐建设工程项目游客接待中心工程施工过程施工现场西北角进出通道口未设置明显安全警示标志符合建设工程安全生产管理条例第二十八条施工单位施工现场危险部位设置明显安全警示标志
0,非法设点收购废旧金属收购生产性废旧金属时未如实登记收购禁止收购金属物品
0,化妆品生产企业经营符合卫生情节严重经营转让伪造倒卖特殊用途化妆品批准文号
1,赵文军一级注册建造师变更注册企业申请聘用申请人提供虚假注册
0,对以特许经营名义从事传销
1,地块工程开工建设现场检查正在二次结构工程施工工程安全隐患楼层开关箱直接控制三个插座符合施工现场临时用电安全技术规范第条认定承包施工单位建筑工程局严格建筑业安全作业标准施工事故隐患情节严重违法事实清楚证据确实充分违法事实予以认可
1,中冀建设已经违反中华人民共和国行政许可法第三十一条建筑业企业资质管理第三条违法事实清楚证据确实充分中冀建设以上事实予以承认无陈述申辩内容依据住房城乡建设系统行政处罚裁量基准京建法第条不予受理不予行政许可给予警告行政许可申请直接关系公共安全人身健康生命财产安全事项申请人一年内不得再次申请行政许可裁量幅度本案无从重从轻情节符合听证
0,驾驶证注销登记
1,住房城乡建设河南正阳建设工程承包施工仁和镇街区地块二类居住用地项目工程专项执法检查基坑降水工程专业分包河北大地建设科技严格建筑业安全作业标准施工事故隐患立案调查现场检查和河北大地建设科技代理人王海江询问调取资料查明工程新城街区上筑置业建设河南正阳建设工程承包施工郑州众诚建设监理监理河北大地建设科技基坑降水工程专业分包现场检查时该工程正在主体结构施工河北大地建设科技施工过程问题基坑东南角开关箱直接控制台水泵设置专用开关箱符合施工现场临时用电安全技术规范第条基坑东南角控制水泵电缆线路沿地面明设采取有效保护措施符合施工现场临时用电安全技术规范第条河北大地建设科技以上严格建筑业安全作业标准施工事故隐患违法行为情节严重违法事实清楚证据确实充分以上事实予以承认河北大地建设科技积极整改问题安全事故
1,住房城乡建设执法人员号线一期工程土建施工合同段监督执法检查批准基建工防水装饰涉嫌施工技术标准施工立案调查基建工防水装饰法人代理人陈连霞公民代理人徐广立询问调取相关证据
0,非法猎捕国家重点保护动物珍贵濒危野生动物省重点保护野生动物有益重要经济科学研究价值陆生野生动物
1,住房城乡建设北京住总集团承包施工新机场航站楼西侧指廊南端新机场西塔台工程现场检查和北京住总集团代理人刘术询问调取资料查明新机场西塔台工程新机场航站楼西侧指廊南端建设民用航空华北地区空中交通管理局监理希达建设监理承包施工单位北京住总集团
1,长沟镇镇区改造一期地块项目公共服务设施楼简称公共服务设施楼长沟镇镇区改造一期地块创展房地产开发开发建设目前公共服务设施楼正在施工尚未竣工验收创展房地产开发公共服务设施楼商品房预售许可证情况下于期间购房人户业主签订公共服务设施楼套对应房屋选房确认书房屋转让合同合同约定收取户业主金额房屋转让款诚意金共计元户业主签订公共服务设施楼套对应房屋选房确认书收取户业主金额诚意金共计元综上查明创展房地产开发共收取户业主共计元诚意金房屋转让款收取诚意金房屋转让款均构成预付款调查过程中未违法所得
1,住房城乡建设希达建设监理新机场工作区工程市政工程道桥管网工程标段界范围从事工程建设活动专业技术人员签署错误技术文件调查取证
1,施工轨道交通房山线北延工程土建施工合同段工程樊羊路站明挖基坑轴处第三道钢支撑钢围檩围护桩拉结固定钢丝绳作业拆除违反基坑工程内支撑技术规程第条严格建筑业安全作业规程施工事故隐患
0,违规直销员业务培训
0,广告代言人违反规定医疗药品医疗器械保健品广告中作推荐证明商品接受服务作推荐证明明知应知广告虚假仍广告商品服务作推荐证明
1,施工旧宫镇南郊农场棚户区改造安置房及配套幼儿园项目标段工程居住地块深基坑最大开挖深度米基坑支护施工单位建筑技术基坑支护结构顶部水平位移沉降只监测点基坑深层水平位移周边地表沉降地下水位实施监测符合基坑支护工程设计基坑监测布置图符合建筑基坑工程监测技术规范第条建筑技术严格建筑业安全作业标准施工事故隐患
1,施工承包单位未审核特种作业人员特种作业操作资格证书违反建筑起重机械安全监督管理第二十一条第三项
0,道路桥涵保护范围内取土采砂爆破取石打井存放易燃易爆物品
1,住房城乡建设执法人员号线工程土建施工合同段工程执法检查睢县新生建设劳务现场作业人员冯军持有电焊工证书编号建设劳动学会社团组织发证非建设主管部门考核发证机构培训考核涉嫌通过培训考核一线作业人员
1,施工榆垡镇新机场生活保障基地首期人才公租房项目劳务分包河北合源建筑工程进场施工人员人施工现场仅设置名专职安全生产管理人员符合建筑施工企业安全生产管理机构设置专职安全生产管理人员配备办法第十四条第二项施工单位河北合源建筑工程配备专职安全生产管理人员
0,纳税人采取欺骗隐瞒手段提供担保应缴税款损失
1,建设工程安全质量监督总站收到住房城乡建设施工安全管理处移交安全生产监督管理局落实北京华德电力工程较大生产安全事故相关责任人员责任处理意见函京安监函北京市人民政府办公厅北京华德电力工程较大生产安全事故结案通知京政办字北京华德电力工程较大生产安全事故调查报告简称报告报告第四条第四款第项认定王巍北京华德电力工程工作人员具有二级建造师资格较大生产安全事故渡业投资管理电缆分界室外电源工程施工投标过程王巍资格投标北京华德电力工程承揽工程后王巍工程开工安全事故未到岗履职住房城乡建设王巍未执行法规立案调查王巍询问调取资料查明渡业投资管理电缆分界室外电源工程北京华德电力工程施工王巍具有机电工程二级注册建造师资格渡业投资管理电缆分界室外电源工程项目负责人王巍施工单位项目负责人渡业投资管理电缆分界室外电源工程开工工程较大生产安全事故未到岗履职落实安全生产责任制度王巍以上执行法规违法事实清楚证据确实充分以上事实予以承认积极配合调查
1,北京画院改扩建工程项目北京画院改扩建工程项目工程朝阳公园南路建亚泰建设承包施工海泰机械设备租赁依法相应等级资质证书情况下建亚泰建设专业承揽北京画院改扩建工程项目北京画院改扩建工程项目工程起重设备安装工程建亚泰建设签订建筑施工设备服务合同塔式起重机和施工升降机版合同起重机械安装拆卸费用进出场费元目前起重设备安装具有相应资质等级承揽工程起重设备安装工程已经构成资质证书承担工程
1,住房城乡建设收到广东省住房城乡建设厅事故函称森特士兴集团股份专业分包东莞市麻涌镇新沙工业园京东麻涌项目分拣中心工程一起高处坠落事故人死亡该起事故生产安全事故
0,药品生产经营企业以本企业名义经营药品提供场所资质证明文件票据便利
0,驯养繁殖许可证超越驯养繁殖许可证范围驯养繁殖国家省重点保护野生动物
1,号线三期合同段工程违反规定名零散民工
0,民用枪支配置运输许可
1,地铁号线一期工程土建施工段违反规定零散民工徐友张勇
0,社会公正计量行站计量认证
0,公共场所空气微小气候水质采光照明噪声顾客用品用具卫生检测顾客用品用具清洗消毒保洁重复使用一次性用品用具
1,住房城乡建设施工拱辰街道地块社区医疗服务中心中学小学拱辰街道地块良乡高教园区西部生活区西区二类居住综合性商业金融服务业用地项目外墙保温工程日常巡查双随机经本机关立案调查查明违法事实工程中学外墙保温工程东南西北立面划分为个检验批保温板材固定方式后置锚固件固定建筑节能工程施工质量验收规范第条第款墙体节能工程保温层采用预埋后置锚固件固定锚固件数量位置锚固深度拉拔力应符合设计后置锚固件应锚固力现场拉拔试验检查数量每个检验批抽查不少处保温工程中学外墙保温工程后置锚固件锚固力现场拉拔试验应检验批内抽查不少于处共计不少于处现场北立面东立面所在检验批未后置锚固件锚固力现场拉拔试验违反建筑节能工程施工质量验收规范第条第款施工单位施工技术标准施工
0,医疗器械经营许可证有效期届满后依法办理延续仍继续从事医疗器械经营
0,自然保护区管理机构违反规定拒绝监督检查检查弄虚作假
0,司法鉴定机构违反受理鉴定出借出租涂改转让司法鉴定许可证登记擅自设立分支机构依法办理变更登记组织司法鉴定人执业证人员司法鉴定无正当理由拒绝受理司法鉴定支付回扣介绍费虚假宣传正当行为拒绝接受司法行政部门监督检查提供虚假
1,出具虚假检测报告检测报告批准人直接责任人员违法事实清楚证据确实充分违法行为予以承认
1,金宣置房地产经纪签订永兴小区楼层单元房屋房屋出租代理合同房屋出租代理合同没从事业务一名房地产经纪人两名房地产经纪人协理签名
1,密云区十里堡镇王各庄村密云区十里堡镇王各庄棚户区改造项目棚改安置房住宅楼配楼配楼地下车库工程施工过程劳务分包豫龙天成建筑工程合同约定工人配备保护足趾安全鞋符合建筑施工作业劳动防护用品配备标准第条劳务分包施工单位未向作业人员提供安全防护用具安全防护服装
1,受委托人郭山询问调取资料查明京秦基础工程承揽新机场工作区工程市政交通道桥管网工程标段基坑支护标段工程承包单位北京城建集团签订建设工程施工专业分包合同工程基坑支护施工方案基坑最大深度米依据注册建造师执业工程规模标准基坑支护工程项目负责人应为一级注册建造师京秦基础工程基坑支护工程具备相应注册执业资格人员项目经理郭山郭山二级注册建造师证书编号京京秦基础工程已经违反建设工程质量第二十一条具备相应注册执业资格人员京秦基础工程受委托人郭山以上事实予以承认京秦基础工程项目上直接负责主管人员谢忠发无直接责任人员执法人员京秦基础工程直接负责主管人员谢忠发送达行政处罚事先听证告知书提出陈述申辩意见听证申请本案无从轻从重情节
0,组织播放淫秽音像组织淫秽表演参与聚众淫乱淫秽活动提供
0,经营者收购旧电子产品登记建立旧电器电子产品档案资料建立旧电器电子经营者档案
1,施工黄村镇图书馆含人防工程第一中学西校区新建工程项目图书馆含人防工程艺术中心主校门施工现场问题施工现场后浇带设置安全警示标志符合建设工程施工现场安全防护场容卫生消防保卫标准第条施工现场基坑西侧出入通道口未设置安全警示标志符合建设工程安全生产管理条例第二十八条第一款施工单位施工现场危险部位设置安全警示标志
0,单采血浆许可证非法从事组织采集供应倒卖原料血浆活动
1,新机场南航基地第三标段航空食品设施项目工程违反规定两名零散民工宋红杰刘明辉
1,住房城乡建设施工现场检查询问查阅资料方式中建二局第一建筑工程安全生产核查查明中建二局第一建筑工程施工地块商业二期项目长阳镇居住商业长阳西站项目现场检查施工现场商业楼一层电缆地面铺设无防护措施问题符合地方标准建设工程施工现场安全防护场容卫生消防保卫标准第条生活区临建房屋内私拉乱接电线问题符合地方标准建设工程施工现场安全防护场容卫生消防保卫标准第条中建二局第一建筑工程施工办公楼五项工程补充调查施工现场办公楼东侧高满堂扣件脚手架立杆基础同一高度上高处纵向扫地杆向低处延长两跨立杆固定符合建筑施工扣件式钢管脚手架安全技术规范第条办公楼东侧高满堂扣件脚手架架顶部设置连续水平剪刀撑符合建筑施工扣件式钢管脚手架安全技术规范第条一级配电箱临时用电管理制度定期检查做检查工作记录符合施工现场临时用电安全技术规范第条一级配电箱处仅设置一具灭火器符合建设工程施工现场安全防护场容卫生消防保卫标准第条办公楼北侧管沟开挖位置临边未设防护栏杆符合建设工程施工现场安全防护场容卫生消防保卫标准第条办公楼北侧管沟开挖位置多处电缆线地面明敷设无可靠保护措施符合建设工程施工现场安全防护场容卫生消防保卫标准第条
1,恒基建筑工程新机场东航基地项目机务维修特种车辆维修区一期工程基坑支护工程专业承包单位工程基坑支护施工方案基坑最深处达米项目负责人应为一级注册建造师恒基建筑工程基坑支护工程项目经理二级注册建造师超出执业范围从事执业活动
1,经本机关立案调查查明违法事实住房城乡建设建筑第五工程局立案调查年月日时分时分现场检查日常检查和建筑第五工程局代理人项目经理王辉项目技术负责人李忠项目质检员胡敏询问调取资料查明运河核心区建筑第五工程局施工楼办公商业用房运河核心区地块类多功能用地项目工程施工问题楼二次结构三次植筋检验批验收分别四至十层根一至三层根十一十五层根每个检验批只做根化学植筋拉拔试验符合规范砌体结构工程施工质量验收规范第条施工单位施工技术标准施工楼办公商业用房运河核心区地块类多功能用地项目植筋分项工程合同价款为元该施工单位项目质检员胡敏直接责任人员
0,医疗机构聘用内地短期行医执业注册香港澳门台湾医师香港澳门台湾医师违规从事执业
0,侵占干扰广播电视专用频率擅自截传干扰解扰广播电视信号
0,销售食用农产品建立执行食用农产品进货查验记录制度
0,烟花爆竹经营批发许可证核发
0,非法经营出售用于预防传染病菌苗疫苗生物制品
1,出具虚假检测报告试验人试验校核人直接责任人员主观故意违法事实清楚证据确实充分违法行为予以承认
0,违反规定致使麻醉药品精神药品流入非法渠道造成危害情节严重
0,饮用水地表水水源保护区倾倒工业废渣垃圾粪便废弃物堆放工业固体废弃物垃圾粪便有毒有害物品设置垃圾粪便易溶有害废弃物集中堆放场转运站堆放化工原料矿物油类及有毒有害物品
0,药品生产批发企业药品说明书低温冷藏下运输药品
