V1,V2
0,对人才中介服务机构超出许可业务范围发布广告、广告发布者为超出许可业务范围或无许可证的中介服务机构发布广告的处罚
1,"北京市住房和城乡建设委员会对位于北京市门头沟区的长安街西延（古城大街-三石路）道路工程7#标段的施工总承包单位中交第一公路工程局有限公司使用未经监理单位审查的建筑材料进行了调查取证。
"
0,对家用汽车产品随车提供工具、备件等物品的未附有随车物品清单的处罚
0,对计价使用金银、私相买卖、借贷抵押的处罚
0,对当事人利用合同实施欺诈行为的处罚
0,对转让军服、军服专用材料生产合同或者生产技术规范，或者委托其他企业生产军服、军服专用材料，销售或者以其他方式转让未经改制、染色等处理的军服、军服专用材料残次品，未将军服生产中剩余的军服专用材料妥善保管、移交的处罚
0,对网络服务提供者无正当理由拒绝提供或者拖延提供涉嫌侵权的服务对象的姓名(名称)、联系方式、网络地址等资料的处罚
0,对协助组织或者运送他人偷越国(边)境的处罚
0,对特种设备使用单位使用未经定期检验或者检验不合格的特种设备的处罚
0,对生产销售絮用纤维制品标识不符合规定要求的处罚
0,对侵害消费者为生活需要购买、使用商品或者接受服务的合法权益违法行为的处罚
1,"在北京轨道交通新机场线一期土建工程02标段施工过程中，76轴桥梁两侧未设置临边防护，与《建设工程施工现场安全防护、场容卫生及消防保卫标准》（DB11/945-2012）第2.7.1条的要求不符。你单位上述未严格按照建筑业安全作业规程或者标准进行施工，造成事故隐患
"
1,"中恒昊天（北京）建设有限公司在“北京新机场配套供油工程机场油库、航空加油站非民航专业工程”机场油库业务楼室外围墙工程中，违反规定使用两名零散民工(魏永占、许宇辉）
"
0,对擅自移动或者破坏自然保护区界标的；未经批准进入自然保护区或者在自然保护区内不服从管理机构管理的；经批准在自然保护区的缓冲区内从事科学研究、教学实习和标本采集的单位和个人，不向自然保护区管理机构提交活动成果副本的处罚
1,"建筑施工企业不再具备安全生产条件
"
0,对零售商违规促销行为的处罚
1,"通过2018年6月13日对门头沟区永定镇冯村南街棚户区改造和环境整治安置房项目工程进行现场检查和2018年6月26日对当事人中国建筑股份有限公司的委托代理人于双的询问，以及调取有关资料，查明该工程位于门头沟区永定镇，建设单位为中建京西建设发展有限公司，监理单位为中科金石(北京)工程咨询有限公司，施工单位为中国建筑股份有限公司。施工单位中国建筑股份有限公司在施工中存在以下问题：1、施工现场南侧分配电箱引出电缆线路沿地面明敷设，未采取可靠的保护措施， 不符合《建设工程施工现场安全防护、场容卫生及消防保卫标准》DB11/945-2012第2.10.6条“电缆线路宜埋地敷设，当沿建筑物、构筑物敷设时应采取绝缘隔离措施，沿地面明敷设时，必须采取可靠的保护措施”的要求。2、施工现场临时用电为TN系统，施工现场南侧一级配电柜（总配电箱）处未做重复接地，不符合《施工现场临时用电安全技术规范》JGJ46-2005 第5.3.2条第一款“TN系统中的保护零线除必须在配电室或总配电箱处做重复接地外，还必须在配电系统的中间处和末端处做重复接地”强制性条文的要求。3、施工现场南侧喷锚机未设置专用开关箱，电源直接从二级配电箱引入，不符合《施工现场临时用电安全技术规范》JGJ46-2005 第8.1.3条“ 每台用电设备必须有各自专用的开关箱，严禁用同一个开关箱直接控制2台及2台以上用电设备（含插座）”强制性条文的要求。认定中国建筑股份有限公司未严格按照建筑业安全作业标准进行施工，造成事故隐患，情节严重；违法事实清楚，证据确实、充分，当事人对违法事实予以认可。
"
0,事业单位登记管理（设立、变更、注销）
0,对在棉花销售活动中掺杂掺假、以次充好、以假充真的处罚
0,对未经许可或者备案擅自生产、经营、购买、运输易制毒化学品；伪造申请材料骗取易制毒化学品生产、经营、购买或者运输许可证；使用他人的或者伪造、变造、失效的许可证生产、经营、购买、运输易制毒化学品的处罚
1,"北京城建五建设集团有限公司的上述行为导致基坑的监测项目存在缺项，基坑支护结构的安全状态和周边环境受影响的程度得不到及时、全面的反映，造成安全事故隐患。2018年7月10日北京市住房和城乡建设委员会现场检查时，北京城建五建设集团有限公司的执行经理胡寒玉在场。
"
0,对组织、胁迫、诱骗不满十六周岁的人或者残疾人进行恐怖、残忍表演的；以暴力、威胁或者其他手段强迫他人劳动的；非法限制他人人身自由、非法侵入他人住宅或者非法搜查他人身体的处罚.
1,"2018年5月5日生产的任务单编号为2018-01491的C30混凝土水计量第三盘偏差-12.71%，第五盘偏差-10.16%，水计量整车偏差-5.15%，计量偏差大于±2%，违反了《预拌混凝土质量管理规程》(DB11/385-2011)第7.1.4条的规定，该车混凝土方量为18立方米，根据《北京市预拌混凝土买卖合同》, C30混凝土合同单价为每立方米348元，该批次混凝土的合同价款为6264元，直接负责的主管人员为张文浩，其他直接责任人员为张海江、郭宇峰和伦朋飞，没有其他直接负责人员，属于不按照施工技术标准施工
"
0,对持用伪造、变造、骗取的出境入境证件出境入境的，冒用他人出境入境证件出境入境的，逃避出境入境边防检查的，或以其他方式非法出境入境的处罚。
1,"经过北京市住房和城乡建设委员会于2018年5月2日对位于北京市大兴区的田园路、纵二路道路、给水、排水、再生水、电力、燃气工程进行执法检查和2018年6月29日对当事人北京市建华公路工程有限公司的委托代理人孙俊俊进行询问，以及调取有关资料，现已查明该工程总承包单位北京市建华公路工程有限公司由于质量管理方面存在疏漏，将该工程2017年4月8日进入施工现场的600米钢筋混凝土排水管（柔性接头企口管）RCPⅡ1800×180×2500建筑构配件未检验即用于该工程Ya21-Ya29及Ya23、Ya28支线部位排水管线管道铺设，未造成质量事故。
"
1,"施工的位于亦庄开发区C11M2地块的朵唯移动通信产业基地项目（A1#系统软件研发生产楼等16项），现场存在以下问题：该工程基坑最大开挖深度约为8米，基坑侧壁安全等级为一级，局部二级，现场正在进行基础结构施工，基坑尚未回填，基坑支护施工单位北京通联地基基础工程有限公司对该深基坑支护结构水平、竖向位移检测点仅22点（设计要求62点），未对该深基坑深层水平位移、锚杆轴力、地表沉降实施监测，不符合该工程《基坑支护施工方案-基坑监测平面点布置图》的要求，不符合《建筑基坑工程监测技术规范》GB50497-2009第4.1.3条的规定。基坑支护施工单位未严格按照建筑业安全作业标准进行施工，造成事故隐患
"
1,"施工的北京地铁8号线三期工程土建施工07合同段木樨园桥北站公共区照明工程，经查发现公共区JDG照明配管（SC25）采用金属吊架固定时未设置防晃支架。该问题违反了《建筑电气工程施工质量验收规范》（GB50303-2015）第12.2.2条第2款规定，属于施工单位在施工中不按照施工技术标准施工的行为，你个人
"
1,"    申请听证法定期限已满，当事人未申请听证。
"
0,对加油站经营者使用未经检定、超过检定周期或者经检定不合格的计量器具；破坏计量器具及其铅（签）封，擅自改动、拆装燃油加油机；使用未经批准而改动的燃油加油机以及弄虚作假、给消费者造成损失的处罚
1,"通过2018年3月28日9时00分至11时30对位于通州区台湖镇太平路一标段（京渠路-富民路）道路、雨水、污水、给水、再生水管线工程的现场检查和2018年3月30日对当事人北京市八通市政工程有限公司的委托代理人李永强的询问，以及调取有关资料，执法人员查明该工程由北京星湖投资开发公司建设，北京市八通市政工程有限公司施工，北京方圆工程监理有限公司监理。2018年3月28日执法人员经检查施工现场和混凝土运输单：发现该工程2018年3月25日混凝土浇筑作业，共11m3，浇筑部位是雨水管线Y11-Y6主线段及Y11-1支线段检查井基础底板、Y11-12支线段雨水方沟基础底板中的雨水管线主线7、8、9、10号检查井基础底板，浇筑过程中未留置混凝土试件，违反了《混凝土结构工程施工质量验收规范》（GB50204-2015）7.4.1.1条“每拌制100盘且不超过100m3时，取样不得少于一次”和7.4.1.5条“对同一配合比混凝土每次取样应至少留置一组试件”的要求。未对商品混凝土进行检验，就无法对标准养护试件进行检测，可能造成质量事故。北京市八通市政工程有限公司未对商品混凝土进行检验的行为，违法事实清楚，证据确实、充分，当事人对违法事实予以认可。
"
0,对擅自设立广播电视节目制作经营单位或者擅自制作电视剧及其他广播电视节目行为的处罚
1,"在地铁16号线24标段中，违反规定使用两名零散民工
"
1,"上述材料已用于生产预拌混凝土，生产的预拌混凝土强度等级为C30P6,供应的工程及部位为10#住宅楼等22项（顺义新城第21街区21-18-001a、21-18-001c地块R2二类居住用地、C9其他公共设施用地项目）1-6/A-L轴17#楼地下一层墙、柱、梁、楼梯。北京城建亚泰金砼混凝土有限公司委托北京城泰建翔检测科技有限公司于2018年9月26日对10#住宅楼等22项（顺义新城第21街区21-18-001a、21-18-001c地块R2二类居住用地、C9其他公共设施用地项目）项目进行了回弹法检测混凝土抗压强度试验，报告结论显示所抽构件混凝土现龄期抗压强度推定值满足设计要求。你单位直接负责的主管人员为王占山，没有其他直接责任人。
"
1,"经过北京市住房和城乡建设委员会执法人员姜明（执法证号：16003037）、王新（执法证号：16003069）于2018年6月12日在亮明身份后对位于北京市大兴区的新机场高速公路地下综合管廊（南四环～新机场）工程一期土建施工GLS02进行的执法检查和2018年6月29日对你和北京正远监理咨询有限公司、中铁十二局集团有限公司进行询问，以及调取有关资料，现已查明你是北京正远监理咨询有限公司新机场高速公路地下综合管廊（南四环～新机场）工程一期土建施工GLS02监理员，属于从事工程建设活动的专业技术人员，你对2018年5月2日该工程K4+640-K4+665段顶板及侧墙混凝土浇筑施工进行了旁站监理，因为你工作不细心，在旁站记录（资料编号A-006）中记录“混凝土浇筑实际方量178m3，28d试块一组，符合设计要求”，你在该旁站记录的旁站监理人员签字处签署了自己的姓名刘利东。根据设计图纸要求执行的《混凝土结构工程施工质量验收规范》（GB50204-2015）第7.4.1条第1款“对同一配合比混凝土，取样与试件留置应符合每拌制100盘且不超过100 m3时取样不得少于一次”, 旁站记录（资料编号A-006）的内容存在实质性错误，旁站监理记录属于技术文件，你的该行为属于签署错误技术文件，造成施工资料出现实质性错误；你作为北京正远监理咨询有限公司新机场高速公路地下综合管廊（南四环～新机场）工程一期土建施工GLS02从事工程建设活动的专业技术人员有签署错误技术文件的行为，未造成质量事故。
"
1,"_2019年_4_月_1_日 在位于顺义区顺义新城第22街区的A1#厂房等6项（北京环普研发厂房及附属设施一期项目）施工过程中， 幕墙工程专业分包单位上海美特幕墙有限公司已进入现场作业，该单位未配备专职安全生产管理人员。施工单位未配备专职安全生产管理人员
"
1,"施工的位于通州区的北京地铁17号线工程土建施工16合同段北神树站~朝阳港站区间工程，区间1号风井明挖基坑的冠梁临边处，有3米长的范围缺失防护栏杆。施工单位的行为违反了《建设工程施工现场安全防护、场容卫生及消防保卫标准》DB11/945-2012第2.7.1条的规定。施工单位未严格按照建筑业安全作业标准进行施工，造成事故隐患
"
1,"该工程施工单位中天建设集团有限公司的上述行为属于不按照施工图设计文件施工的行为，违反了《北京市建设工程质量条例》第十一条的规定。上述行为可能导致影响地下室外墙防水效果，造成渗漏的隐患。该部位涉及的该工程地下车库地下防水工程合同价款是558494.68元。张志全是该工程施工单位中天建设集团有限公司直接负责的主管人员，无其他直接责任人员。
"
0,对拒绝接受卫生主管部门、兽医主管部门依法开展有关高致病性病原微生物扩散的调查取证、采集样品等活动或者依照本条例规定采取有关预防、控制措施的处罚
0,公章刻制业特种行业许可证签发
0,对用人单位未按照规定报告职业病、疑似职业病的处罚
0,"对迟报统计资料或者未按照国家有关规定设置
原始记录统计台账的处罚"
0,对殴打他人或者故意伤害他人身体的处罚
0,对假冒授权品种的处罚
0,外商投资企业设立及变更审批
1,"北京致远工程建设监理有限责任公司的上述问题属于将不合格分项工程按照合格验收的行为。北京致远工程建设监理有限责任公司对上述事实予以承认，并认为产生上述问题的原因是现场监理人员疏忽了。北京致远工程建设监理有限责任公司对以上问题的单位直接负责的主管人员是总监理工程师马业昌，无其他直接责任人员，以上问题未造成质量事故。
"
1,"在地铁六号线西延07标段工程中，违反规定使用2名零散民工
"
0,对取得生产许可证的企业生产条件、检验手段、生产技术或者工艺发生变化，未依照规定办理重新审查手续，经限期办理相关手续逾期仍未办理行为的处罚
0,对列入强制性认证产品目录的产品经过认证后，不按照法定条件、要求从事生产经营活动或者生产、销售不符合法定要求产品的处罚
0,对拒绝执行《传染病防治法》及本办法的规定，屡经教育仍继续违法的处罚
0,对从事服装干洗和机动车维修等服务活动，未设置异味和废气处理装置等污染防治设施并保持正常使用，影响周边环境的处罚
0,对食品生产经营者违反食品药品监督管理部门责令采取的封存库存问题食品，暂停生产、销售和使用问题食品，召回问题食品等措施，食品生产经营者拒绝履行或者拖延履行的处罚
1,"    申请听证法定期限已满，当事人未申请听证。
"
1,"施工的位于门头沟永定镇的4#住宅楼等6项（门头沟区永定镇MC00-0017-6021、6022地块R2二类居住用地、A33基础教育用地（配建公共租赁住房）（门头沟S1线区域组团03地块北部一期用地）项目），劳务分包施工单位南通市丰润建安工程劳务有限公司已进场施工人员33人，施工现场未设置专职安全生产管理人员，不符合《建筑施工企业安全生产管理机构设置及专职安全生产管理人员配备办法》第十四条第（二）项。劳务分包施工单位南通市丰润建安工程劳务有限公司未配备专职安全生产管理人员
"
1,"北京市住房和城乡建设委员会于2017年12月13日对友谊宾馆地下车库及配套服务用房项目检查时发现，北京宏兴东升防水施工有限公司涉嫌使用了不具备相应注册执业资格的人员。 
"
0,对畜禽养殖场、养殖小区依法应当进行环境影响评价而未进行的处罚
1,"北京恒浩房地产评估有限公司在顺义区乡村高尔夫别墅36号楼住宅重置成新价值评估业务中，未按照规定由2名专职注册房地产估价师在该项目归档评估报告上签字并加盖房地产估价机构公章（估价报告编号为：北京恒浩房地产评估有限公司-2016年-039号）
"
1,"经过北京市住房和城乡建设委员会执法人员姜明（执法证号：16003037）、王新（执法证号：16003069）于2018年5月2日10时00分，在亮明身份后对位于北京市大兴区的田园路、纵二路道路、给水、排水、再生水、电力、燃气工程进行的执法检查和2018年5月25日对你及北京华达建业工程管理股份有限公司进行询问，以及调取有关资料，现已查明你是北京华达建业工程管理股份有限公司田园路、纵二路道路、给水、排水、再生水、电力、燃气工程监理工程师，属于从事工程建设活动的专业技术人员，施工单位北京市建华公路工程有限公司在该工程未对已使用于工程桩号Ya21-Ya29及Ya23、Ya28支线部位的钢筋混凝土排水管（柔性接头企口管）RCPⅡ1800×180×2500建筑构配件进行进场检验，即在该工程桩号Ya21-Ya29及Ya23、Ya28支线部位2017年5月26日编号02-01-C7-003的检验批质量验收记录（表C7-1-1）施工单位检查结果中判定合格，导致形成错误的检验批质量验收记录（表C7-1-1），该记录监理单位验收记录栏判定“符合施工质量验收规范要求，同意验收”，你因为工作不细心在该检验批质量验收记录（表C7-1-1）的监理工程师签字处签署了自己的姓名，检验批质量验收记录（表C7-1-1）属于技术文件，你的该行为属于签署错误技术文件，造成施工资料实质性错误；你作为北京华达建业工程管理股份有限公司田园路、纵二路道路、给水、排水、再生水、电力、燃气工程从事工程建设活动的专业技术人员有签署错误技术文件的行为，未造成质量事故。
"
0,对用人单位未建立或者落实职业健康监护制度的，未按照规定制定职业健康监护计划和落实专项经费的，弄虚作假、指使他人冒名顶替参加职业健康检查的，未如实提供职业健康检查所需要的文件、资料的，未根据职业健康检查情况采取相应措施的，不承担职业健康检查费用的处罚
1,"北京恒浩房地产评估有限公司在丰台区银地家园1号楼2层205号配套商业重置成新价值评估业务中，未按照规定由2名专职注册房地产估价师在该项目归档评估报告上签字并加盖房地产估价机构公章（估价报告编号为：北京恒浩房地产评估有限公司-2017年-027号）
"
0,对当事人擅自动用、调换、转移、损毁因传销被查封、扣押财物的处罚
0,对销售国家明令淘汰并停止销售的产品的处罚
0,对危险化学品专用仓库未设置明显标志的处罚
1,"2017年12月18日，北京市住房和城乡建设委员会在交通运输部安华西里三区综合整治项目的执法检查中发现，承接阳台加固工程的北京安能通工程科技有限公司的项目经理颜丽涉嫌存在未取得注册证书和执业印章，以注册建造师的名义从事相关活动的行为。北京市住房和城乡建设委员会于2017年12月18日立案并开展调查取证。 通过2017年12月20日对当事人颜丽的受委托人颜学芝的询问，以及调取有关资料，查明，北京安能通工程科技有限公司于2017年5月8日承揽了交通运输部安华西里三区综合整治项目阳台加固工程，并与总承包单位北京蓝天建设有限公司签订了专业分包合同。北京安能通工程科技有限公司委托颜丽为该项目的项目经理，全权负责项目施工安全、质量、进度及施工管理，颜丽没有注册证书和执业印章，存在未取得注册证书和执业印章，以注册建造师的名义从事相关活动的行为，本案无其他从轻或从重情节。
"
0,对儿童玩具生产者未按规定提交召回总结的处罚
0,对生产并销售或者进口不合格药包材的处罚
0,对旅行社未经旅游者的同意，将旅游者转交给其他旅行社组织、接待的处罚
1,"施工的的位于大兴区黄村镇的1＃自住型商品房及配套等6项（大兴区四街、五街、六街村项目DX00-0208-6001等地块R2二类居住、U17邮政设施、B4综合性商业金融服务业、A33基础教育用地项目），外保温分包单位新华盛节能科技股份有限公司在施工中存在以下问题：1、1＃自住型商品房外保温分包单位新华盛节能科技股份有限公司使用的电动吊篮控制箱内电器规格、布置固定不规范，箱内配线混乱，不符合《建设工程施工现场安全防护、场容卫生及消防保卫标准》DB11/945-2012第2.10.10条。2、1＃自住型商品房外保温分包单位新华盛节能科技股份有限公司使用的部分电动吊篮配重破损，不符合《建设工程施工现场安全防护、场容卫生及消防保卫标准》DB11/945-2012第2.5.6条。3、1＃自住型商品房外保温分包单位新华盛节能科技股份有限公司使用的部分电动吊篮未停在地面，人员、物料进出吊篮未在地面进行，不符合《建设工程施工现场安全防护、场容卫生及消防保卫标准》DB11/945-2012第2.5.11条。外保温分包单位新华盛节能科技股份有限公司未严格按照建筑业安全作业标准进行施工，造成事故隐患
"
1,"2018年07月18日施工的位于顺义新城第12街区的J1＃办公用房等6项（顺义新城第12街区西马坡政策性住房项目），现场存在以下问题：J1#办公用房一层北侧分配电箱无名称、用途，不符合《施工现场临时用电安全技术规范》JGJ46-2005第8.3.1条；以上施工单位未严格按照建筑业安全作业规程进行施工，造成事故隐患
"
1,"认定你单位的上述行为违反了《北京市建设工程施工现场管理办法》第十三条第一款的规定，违法事实清楚，证据确实、充分。
"
1,"施工的位于亦庄经济开发区路东区E6M-1地块的研发试制检测平台1＃楼等20项（小米互联网电子产业园项目）一标段，该工程地下二层车库临时用电低压照明变压器使用瓷插式熔断器，属于《建设部关于发布建设事业“十一五”推广应用和限制禁止使用技术（第一批）的公告》禁止使用技术。施工单位河北建设集团股份有限公司使用国家明令禁止使用的危及施工安全的设备的
"
1,"在位于顺义新城第5街区的1#住宅楼（限价商品房）等5项（顺义区仁和镇SY00-0005-6001等地块（配建“限价商品住房”）项目）工程施工过程中，4#楼负一层易燃堆放场所未配备灭火器，不符合《建设工程施工现场安全防护、场容卫生及消防保卫标准》（DB11/945-2012）第4.3.11条的规定。上述施工单位未严格按照建筑业安全作业标准进行施工，造成事故隐患
"
1,"本案所涉工程为北京地铁19号线一期工程土建施工03合同段积水潭站-北太平庄站区间盾构始发井，施工单位是中国建筑第八工程局有限公司，监理单位是北京地铁监理公司，建设单位是北京市轨道交通建设管理有限公司。
"
1,"2018年6月12日在对你单位开发销售的尚锦佳苑项目（推广名为金樾和著，位于房山区良乡镇01-05-02地块二类居住用地，京房售证字(2018)47号）销售现场进行检查时，发现该项目销售现场未按照规定公示《商品房销售管理办法》和《城市商品房预售管理办法》，在订立商品房买卖合同之前未按照规定向买受人明示《商品房销售管理办法》和《城市商品房预售管理办法》。
"
1,"该工程建设单位为山东天幕集团总公司、监理单位为北京中景恒基工程管理有限公司、总承包施工单位为中冶天工集团有限公司，幕墙工程专业分包单位为山东天幕集团总公司。现场检查时该工程幕墙工程专业分包单位山东天幕集团总公司现场负责人郭帅在现场。
"
1,"认定深圳市奇信建设集团股份有限公司的上述行为违反了《北京市建设工程质量条例》第四十四条第二款的规定，违法事实清楚，证据确实、充分。已书面对当事人进行事先陈述、申辩权利告知，当事人对违法事实予以认可，当事人逾期未提出陈述、申辩的要求，无进一步陈述、申辩的意见。已书面对当事人进行听证权利告知，当事人不要求听证。
"
1,"认定你单位存在未严格按照建筑业安全作业规程进行施工，造成事故隐患的行为，违反了《北京市建设工程施工现场管理办法》第十三条第一款的规定，违法事实清楚，证据确实、充分。已书面对当事人进行事先陈述、申辩权利告知，当事人对违法事实予以认可，当事人在规定的期限内未提出陈述、申辩的要求，无进一步陈述、申辩的意见。
"
0,对外商投资旅行社违规经营出境游、出境旅行社超范围组织出境旅游的处罚
1,"通过2018年6月5日的现场检查和2018年7月3日对当事人北京中防恒立设备安装工程有限公司的委托代理人徐永春的询问，以及调取有关资料，查明4#普通商品房住宅楼等5项（丰台桥南王庄子居住项目）位于丰台区丰台桥南王庄子，建设单位为北京丰南嘉业房地产开发有限公司，监理单位为北京中集协工程管理有限公司，总承包施工单位为江苏省苏中建设集团股份有限公司。4#普通商品房住宅楼等5项（丰台桥南王庄子居住项目）通风工程专业分包施工单位为北京中防恒立设备安装工程有限公司，工程的合同价款是1645726.26元，其中地下车库地下二层非人防通风中排风系统的风管系统安装分项工程合同价款339890.74元。地下车库建筑面积为16112平方米，地下2层，地上0层，于2014年11月5日开工建设，2016年11月20日开始通风工程分包施工，现场检查时正在进行装修施工。地下车库通风工程分包施工单位直接负责的主管人员是徐永春，没有其他直接责任人员。地下车库地下二层非人防通风风管已安装完成，通风工程专业分包单位已自检验收完成，形成检验批验收记录且未报监理单位验收，地下车库地下二层西北角位置的排风机房墙体为需要封闭的防火墙体，从中穿出的非人防排风风管在穿越该排风机房墙体时未设置预埋管或防护套管，不符合《通风与空调工程施工质量验收规范》（GB50243-2016）第6.2.2条（强制性条文）的规定：当风管穿过需要封闭的防火、防爆的墙体或楼板时，必须设置厚度不小于1.6mm的钢制防护套管。认定北京中防恒立设备安装工程有限公司在施工过程中有不按照施工技术标准施工的行为，违法事实清楚，证据确实、充分，当事人对违法事实予以认可。
"
1,"本案所涉的监理工程为北京轨道交通新机场轨道线PPP项目土建施工监理03合同段，监理单位是北京逸群工程咨询有限公司；本案所涉的土建工程为北京市轨道交通新机场线一期工程土建施工03合同段，施工单位是北京市政路桥股份有限公司，工程位于北京市大兴区，线路南北走向，南端里程桩号是K16+216，北端里程桩号是K25+513.4，执法人员2018年5月9日所检查的北航站楼（不含）-磁各庄（不含）高架区间（K21+700～K22+692）是其中的一段。工程建设单位是北京市轨道交通建设管理有限公司。
"
0,对外国人从事与停留居留事由不相符的活，或者有其他违反中国法律、法规规定，不适宜在中国境内继续停留居留情形的处罚
1,"2018年6月6日，北京市政路桥股份有限公司作为位于北京市大兴区的北京市轨道交通新机场线一期工程土建施工04合同段总承包施工单位在该工程施工过程中存在以下问题：区间闭合框架段明挖基坑内西侧约50米长、3米高的区域未及时喷射混凝土，不符合《地下铁道工程施工及验收规范》（GB50299-1999，2003年版）第5.4.6条“支护桩支护的基坑，应随基坑开挖及时护壁”的规定；区间U型槽明挖基坑西侧边缘2米内堆放钢筋，相应的工程设计图纸（图号:BJXJC-SS-402-03-02-02-JG-002）第5.2.4条要求“基坑边的底面超载等效均布荷载按20kpa控制，且基坑周围2米范围内不得堆载”，不符合《建筑深基坑工程施工安全技术规范》（JGJ311-2013）第11.2.2条“基坑周边使用荷载不应超过设计限值”的规定。上述行为是属于未严格按照建筑业安全作业标准进行施工的行为，可能造成施工现场安全生产事故。北京市政路桥股份有限公司对此予以承认，并认为是由于现场管理疏忽，管理人员责任心不强所致。北京市政路桥股份有限公司对执法检查中发现的问题进行了积极整改并组织了问题分析会，对相关责任人进行了批评和安全教育，制定了整改计划和措施。
"
0,对利用储水层孔隙、裂隙、溶洞及废弃矿坑储存石油、放射性物质、有毒化学品、农药的处罚
1,"世园村A地块项目工程由北京世园投资发展有限责任公司建设、北京华城建设监理有限责任公司监理、北京城建集团有限责任公司总承包，精装修工程专业分包单位为北京承达创建装饰工程有限公司，目前正在进行装饰装修施工。该精装修工程单位直接负责的主管人员为程国民，无其他直接责任人。
"
1,"北京市住房和城乡建设委员会于2018年4月12日对位于通州区后北营西北角地块的北京市通州区潞城镇棚户区改造土地开发项目BCD区后北营东侧二期地块及西北角地块安置房项目施工总承包（四标段）进行了专项执法检查，并于2018年4月13日对该工程施工单位未严格按照建筑业安全作业标准进行施工，造成事故隐患的行为进行立案调查。通过2018年4月12日的现场检查和2018年4月23日对当事人中国建筑一局（集团）有限公司的委托代理人郑朗进行询问，以及调取有关资料，查明该工程由北京城市副中心投资建设集团有限公司建设、中国建筑一局（集团）有限公司施工、北京伟泽工程项目管理有限公司监理。现场检查时该工程正在进行主体结构施工。该工程施工单位存在以下问题：1.消防泵房电源进线取自总配电柜断路器下端口，不能保持不间断供电，不符合《建设工程施工现场消防安全技术规程》（GB50720-2011）第5.1.4条专用消防配电线路应自施工现场总配电箱的总断路器上端接入，且应保持不间断供电的要求；2.1#塔吊专用箱内PE保护零线未做重复接地，不符合《施工现场临时用电安全技术规范》（JGJ46-2005）第5.4.7条做防雷接地机械上的电气设备，所连接的PE线必须同时做重复接地的要求。上述问题1可能会导致在施工现场发生火灾时，可能因总配电柜断路，消防泵房不能工作；问题2可能会导致塔吊发生漏电时，不能提供有效安全保护。中国建筑一局（集团）有限公司以上行为属于未严格按照建筑业安全作业标准进行施工，造成事故隐患的行为，违法事实清楚，证据确实、充分，情节严重。当事人对以上事实予以承认并积极整改上述问题。
"
0,对公共场所经营者对发生的危害健康事故未立即采取处置措施，导致危害扩大，或者隐瞒、缓报、谎报的处罚
0,对经营者收购旧电子产品未进行登记、未建立旧电器电子产品档案资料或未建立旧电器电子经营者档案的处罚
0,对国家机关、社会团体、部队、企业事业单位应当根据国家和省制定的标准，未搞好本单位的环境卫生的处罚
1,"通过2019年3月13日对位于大兴区黄村镇的图书馆（含人防工程）等8项（大兴区第一中学西校区新建工程项目）-图书馆（含人防工程）、艺术中心、主校门工程进行现场检查和2019年3月22日对当事人中航建设集团有限公司的委托代理人曹书文的询问，以及调取有关资料，查明该工程位于大兴区黄村镇，建设单位为北京市大兴区第一中学开发建设，监理单位为北京中联环建设工程管理有限公司，施工单位为中航建设集团有限公司。施工单位中航建设集团有限公司在施工中存在以下问题：1、室外220V灯具距地面1.5米，不符合《施工现场临时用电安全技术规范》JGJ46-2005第10.3.2条“ 室外220V灯具距地不得低于3m”的要求。2、塔吊开关箱漏电电流100mA，不符合《施工现场临时用电安全技术规范》JGJ46-2005第8.2.10条第一款“开关箱中漏电保护器的额定漏电动作电流不应大于30mA”强制性条文的要求。3、在TN接零保护系统中,PE线与N线相连接，不符合《施工现场临时用电安全技术规范》JGJ46-2005第5.1.4条“在 TN 接零保护系统中，PE 零线应单独敷设。重复接地线必须与PE线相连接，严禁与 N 线相连接”的要求。4、基坑西侧西南角1米范围内堆放大量板材，不符合《建设工程施工现场安全防护、场容卫生及消防保卫标准》DB11/945-2012第2.2.5条“基坑周边1m范围内禁止堆物堆料”的要求。认定中航建设集团有限公司未严格按照建筑业安全作业标准进行施工，造成事故隐患，情节严重；违法事实清楚，证据确实、充分，当事人对违法事实予以认可。
"
1,"在北京地铁16号线21合同段中，违反规定使用两名零散民工
"
1,"北京画院改扩建工程项目等5项（北京画院改扩建工程项目）工程位于北京市朝阳区朝阳公园南路12号，由北京城建亚泰建设集团有限公司总承包施工。你单位北京海泰机械设备租赁有限公司是该工程中起重设备安装工程专业分包单位。你单位于2018年8月25日与施工总承包北京城建亚泰建设集团有限公司签订了该工程中起重设备安装工程专业分包合同（北京市建筑施工设备服务合同）。你单位承揽该工程中起重设备安装工程后，未对所承揽的专业工程全部自行组织施工，而将包含在所承包工程中的起重设备安装工程转包给北京博兴泰机械施工有限公司，并于2018年8月31日与北京博兴泰机械施工有限公司签订了塔式起重机拆装合同，合同中起重机械安装拆卸费用为42000元。目前起重设备已安装完成。你单位将从施工总承包单位专业分包来的工程转给另一个单位北京博兴泰机械施工有限公司施工的行为已经构成工程转包。你是北京海泰机械设备租赁有限公司在该工程直接负责的主管人员。
"
